country,x1_2012,x2_2012,x9_2012,x11_2012,x12_2012,x14_2012,x15_2012,x16_2012,x18_2012,x19_2012,x21_2012,x25_2012,x29_2012,x31_2012,x35_2012,x36_2012,x37_2012,x38_2012,x45_2012,x47_2012,x48_2012,x49_2012,x58_2012,x67_2012,x68_2012,x69_2012,x86_2012,x100_2012,x121_2012,x125_2012,x126_2012,x129_2012,x131_2012,x132_2012,x134_2012,x139_2012,x140_2012,x142_2012,x143_2012,x146_2012,x149_2012,x150_2012,x153_2012,x154_2012,x155_2012,x156_2012,x157_2012,x161_2012,x162_2012,x163_2012,x167_2012,x169_2012,x171_2012,x172_2012,x173_2012,x174_2012,x179_2012,x187_2012,x190_2012,x191_2012,x192_2012,x195_2012,x204_2012,x205_2012,x211_2012,x212_2012,x213_2012,x218_2012,x219_2012,x220_2012,x221_2012,x222_2012,x223_2012,x242_2012,x243_2012,x244_2012,x253_2012,x255_2012,x258_2012,x261_2012,x268_2012,x274_2012,x275_2012,x277_2012,x283_2012,x284_2012,x9_2013,x11_2013,x12_2013,x14_2013,x15_2013,x16_2013,x18_2013,x19_2013,x21_2013,x25_2013,x29_2013,x31_2013,x35_2013,x36_2013,x41_2013,x42_2013,x45_2013,x47_2013,x48_2013,x49_2013,x58_2013,x86_2013,x100_2013,x121_2013,x125_2013,x126_2013,x129_2013,x131_2013,x132_2013,x134_2013,x139_2013,x140_2013,x142_2013,x143_2013,x146_2013,x149_2013,x150_2013,x153_2013,x154_2013,x155_2013,x156_2013,x157_2013,x161_2013,x162_2013,x167_2013,x169_2013,x171_2013,x172_2013,x173_2013,x174_2013,x187_2013,x190_2013,x191_2013,x192_2013,x204_2013,x211_2013,x213_2013,x216_2013,x218_2013,x219_2013,x220_2013,x221_2013,x222_2013,x223_2013,x242_2013,x243_2013,x244_2013,x255_2013,x258_2013,x261_2013,x267_2013,x268_2013,x274_2013,x275_2013,x283_2013,x284_2013
CHAD,6.4,4.790997505,9458434731,743.8528383,0.048490917,7.353582759,887458305.7,2,14.24655921,1719328892,14.27272677,152.015,103.7900028,39.65613088,55.08826238,,52041.6,664,3.891359593,0.742075443,34850,0.405702859,46.238,72.1,6.9,21,0.670970113,14.705,38.46805422,6.374,0.156279937,124.85,2.771653098,342800000,4.173125794,12368070169,8.882576072,972.6793451,5.312205917,27.46075307,37.05006114,3.57882413,65.66310168,42.10756547,12,50.7,151,12.97802825,14.01820542,9.413453473,2.1,44.98576322,51.815,49.797,50.78139024,6.213756314,2.065907076,35.36487879,90.2,41.1,151.6,100000,59.81194176,42.84656906,,,,2.513215207,10.09805035,3.334068973,48.41666427,49.07012052,49.96385111,0,14.9,0.5,0,1179.665864,77.871,,1284000,46.69036,42.17351,16.62265531,22.129,3.700764424,9918692239,754.5148484,0.051330109,7.546219223,932622750.1,2,12.17714923,1504950501,12.19772222,144.594,102.8496938,39.65613088,51.91683711,,5.864,0.8796,3.891359593,0.715034896,34850,0.438246265,45.745,0.740485069,14.367,33.56559167,6.264,0.114531309,120.13,4.157576061,538400000,4.072585769,12949853281,5.700001363,985.0952473,2.239946957,23.7348145,37.20064104,3.55683574,68.34102823,39.08332409,12,50.8,151,13.82823894,0.145451048,2.3,44.97235062,52.263,50.171,51.1914878,5.935422619,35.56437683,88.4,40.5,147.1,61.02063567,,,99.99927748,2.484065619,10.43979352,3.328243395,48.21834948,49.2975849,49.95425911,0,14.9,0.8,1141.049894,77.773,,6,1284000,47.09569,42.52317,22.227,3.770122108
CHANNEL ISLANDS,100,,,,,,,,,0,,8.068,45.71531792,50,,,,,22.63157895,,,,9.583,,,,,8.964,,1.451,,,,,4.210526316,,,,,,,,,,,,,,,,,44.78818903,82.349,78.385,80.31865854,,,,,,,3654,,,,,,16.33547379,849.1368421,0.526374244,15.03756136,68.62696484,50.44379432,,,,,,68.811,,190,92.15498,88.06875,,31.189,0.760050339,,,,,,,,0,,7.6044,46.08211477,49.57894737,,,,,21.94736842,,,,9.52,,8.992,,1.459,,,,,4.210526316,,,,,,,,,,,,,,,,44.73476923,82.465,78.556,80.46282927,,,,,,,,,,16.62472708,853.3578947,0.495867763,14.92062317,68.45464974,50.44098237,,,,,68.729,,,190,92.26381,88.29071,31.271,0.758261817
CHILE,99.6,92.96165332,198000000000,11380.3424,0.328788852,12.99097418,32990708832,4.6,0.058457776,148454107.5,9.08597498,49.32,45.56299351,21.26200352,3.21282157,-2.15986864,12892856,125120,1.798147222,1.256055644,106100,67.27914918,13.566,8,8.3,83.7,17.0710463,5.096,34.30717321,1.789,12.40396834,114.85,10.72912999,28457041225,22.63870284,265000000000,5.457130617,15253.33083,4.322215285,25.33458326,1105.998037,7.32119863,62.51738803,34.50554917,98.8,98.7,16,36.63884386,3.006520356,3.141413543,61.41815456,40.64638683,83.988,77.949,80.89485366,0.04361611,11.81695746,137.0811793,7.4,5.3,8.6,201289,32.43575096,48.29523087,224786039.4,0.064194725,170264684.5,10.16276506,23.38626582,1.082019205,21.1384554,68.69877954,50.67768311,3.5,14.2,37.4,36.44535562,50895.89133,11.014,82.52610629,756096,91.5397,83.63787,15.03558772,88.986,1.302522513,209000000000,11906.89972,0.335637372,12.98339406,34524402813,4.6,0.059631401,158567052.2,8.316253558,48.7144,45.38092712,21.22437232,3.232508852,-0.272581306,4.003389831,35.43,1.760516024,1.233270356,106100,63.69111592,13.385,16.95121502,5.105,32.40698268,1.774,13.11339552,117.38,6.962637229,19263785706,23.04325839,277000000000,4.226190625,15741.71166,3.114916341,23.63749885,1203.839842,7.73083228,63.9040701,33.06321126,99,99,16,35.09718335,1.791710733,66.5,40.6706759,84.246,78.295,81.19792683,0.041941307,134.2890529,7.3,5.2,8.4,31.74534472,308020931.1,136789078.1,58.70878276,10.42020597,23.63830071,1.071938836,20.79498024,68.78481378,50.67416719,5.9,14.2,40.5,50353.23219,10.825,93.82201117,4,756096,91.69749,84.08442,89.175,1.28410315
CHINA,100,54.86806333,6.61E12,4892.361496,1.147861509,17.80995323,1.5E12,1.8,2.407576949,203000000000,3.911949881,7.521,34.73728649,54.80841877,9.528270884,4.476213064,318475924,2779741,11.28223471,0.376069655,2993000,37.51292005,12.1,5.3,7.5,87.1,7.723638534,7.15,24.21899835,1.663,12.72147733,127.64,2.850680815,241000000000,21.69686003,8.46E12,7.750297593,6264.643878,7.226581504,50.05055162,321.6860856,5.41301608,36.58004781,21.49335483,73.1,93.2,73,44.97098094,2.624920936,0.821107798,42.30011749,43.92304496,76.522,73.94,75.1995122,0.047706602,38.29446239,80.76271455,11.5,6.9,13.4,-1800000,34.34090828,46.19910812,1788058506,0.20168262,17065623287,8.654204825,143.8713936,0.487231118,17.12728993,74.21850524,48.50442503,,21.3,,19.12718369,2082.631534,48.111,3.137643954,9562911,86.40119,81.84791,16.12416259,51.889,3.056129629,7.42E12,5469.98339,1.132741441,18.1937149,1.72E12,1.8,1.842820754,174000000000,3.214197031,7.4344,35.21478298,54.80841877,9.408153982,3.813369187,19.6978315,554.1,11.2609314,0.373289489,2993000,46.73560905,12.1,7.811377883,7.2,23.32092861,1.668,13.63406195,129.46,3.065436872,291000000000,21.86112988,9.49E12,7.68380997,6991.853866,7.153474861,50.41507368,366.8630274,5.56750228,35.98363662,20.58394514,74.2,94,70,43.67377867,2.627118644,45.8,43.86395756,76.675,74.094,75.35302439,0.045479462,88.70833462,10.6,6.3,12.3,33.87805738,1714202599,17790105219,99.5699729,8.889287515,144.5834568,0.493709634,17.15430193,73.95641056,48.49411793,0,23.4,30.2,2072.374722,46.832,3.873638922,4,9562911,86.65279,82.17747,53.168,2.928698509
COLOMBIA,97,85.88207215,281000000000,6003.61968,0.211866228,11.9325997,42314669095,3.2,7.933789692,28134328979,8.697775226,57.657,46.55176774,38.41153673,6.326706233,2.509277257,22012458.84,254059.929,1.42226228,1.872679458,440224,35.76834061,16.393,12.6,18.1,69.3,112.2649994,5.762,18.25876189,1.948,8.25637629,110.7,4.068437069,15039372277,52.80026138,370000000000,4.043943806,7885.061292,2.990717051,22.07394917,529.8232542,6.82500642,61.24924726,20.0373359,80.2,91.2,33,37.78516743,3.176934374,30.71039649,48.98,42.47880068,77.336,70.102,73.63078049,0.135094995,13.35829945,102.8549384,14.9,9.4,17.4,-144998,14.75947307,48.09619904,127508567.7,1.087128152,4018674668,6.271911587,42.25418477,1.017448805,25.4928146,68.23527382,50.723361,72.5,12.1,0,79.55147023,48420.45026,24.397,28.94561718,1141748,83.9343,71.95498,20.83311047,75.603,1.3911477,292000000000,6159.170526,0.220984161,11.97135946,43801528275,3.717422029,7.719534748,28244696908,8.334504435,54.6654,46.20619121,40.39260928,5.960695318,6.68160662,0.518502203,11.77,1.515998197,1.906895388,455750,39.14751878,16.076,144.3012056,5.816,17.61531389,1.922,9.39049889,116.57,4.264725762,16208664127,52.77617846,380000000000,4.936289501,8027.97816,3.913699384,21.56303986,533.07933,6.81192426,60.73463549,20.22084964,80.6,91.3,32,37.19615792,2.022774948,51.7,42.49916475,77.496,70.299,73.80973171,0.134440846,104.0845439,14.5,9.1,16.9,13.92491991,147058652.8,4449831680,68.99846256,6.504850635,42.6699982,0.979265829,25.09859299,68.39655638,50.7385151,83.8,12.1,0,47948.59944,24.117,34.17657881,4,1141749,84.14893,72.2628,75.883,1.348936606
COMOROS,69.3,25.52372217,453271333.6,617.8212193,0.284240596,16.7458589,95402696.87,3.561395416,0,0,3.692262393,74.446,77.49877218,71.46695325,38.23366149,4.100000062,,,34.92745836,,,5.783634323,34.718,51.1,11.5,37.5,1.686893344,7.826,16.14770001,4.628,0.171845971,111.7,1.884873271,10375785.66,20.5265986,550476566.1,2.999999972,750.3146086,0.516609142,-23.92890542,54.28468981,6.53624906,104.0503619,58.40335248,34.2,90.1,34,11.39983395,,8.013105709,5.975296308,30.31963616,64.264,60.982,62.58297561,1.719368775,6.184161642,39.51356301,59.8,36.2,80.9,-10000,41.08097052,,826446.4415,20.02079027,110209758.8,2.82146659,394.2294465,2.440600902,40.84011553,56.33841788,49.57657556,0,3,0,0,1635.632806,71.971,1.363027338,1861,65.44094,58.23094,3.986851467,28.029,2.665562987,491214619,653.474231,0.278387548,16.92945949,104529140,3.561395416,0,0,3.513796909,71.9988,76.88361685,71.46695325,37.0792778,4.099999938,0.833333333,0.01,34.92745836,,,6.108505859,34.326,1.879540264,7.663,16.40849959,4.56,0.176890724,112.92,1.578948221,9456724.152,20.3116604,598925539.7,3.499999994,796.7645736,1.016650985,-22.93078587,51.49240938,5.75730602,106.71323,61.82418241,35,90.1,34,11.29235761,,6.5,30.48601056,64.626,61.319,62.93217073,1.64671219,47.28425115,58.2,35.5,78.3,45.13567531,,,0,2.800729549,403.9210102,2.428624816,40.66492217,56.53434828,49.57063817,0,3,0,1596.387906,71.896,1.330323255,6,1861,65.91236,58.66697,28.104,2.695806038
"CONGO, DEM. REP.",16.4,5.004733801,15709940990,223.498104,0.141467887,7.909985785,2046078964,2.4,2.095625321,542076181.2,31.35657622,124.292,97.37186666,11.55686906,23.12418398,3.009999999,471536.2046,4781,3.131823295,0.495474244,134250,0.671022044,42.83,66.9,9.6,23.4,0.709841502,10.804,33.99501346,6.199,,115.73,-1.531265919,-420534933.8,67.71451887,27463220380,7.157859628,390.7066035,3.798222705,14.53766823,15.19369768,3.63643594,72.77498001,39.4699224,27.6,51.4,327,33.64032195,9.721828063,13.47591423,1.679961015,49.79226435,59.321,56.457,57.85407317,4.7073218,17.35597668,30.58009217,80.5,31.7,108.5,-95920,32.48162087,46.57255936,55306222.08,0.044421185,12199487.8,2.946414599,31.00556229,3.185422259,46.38780325,50.66578216,50.17356379,0,8.9,0,99.56063269,12803.88601,59.05,0.24185118,2344860,58.56398,52.87676,12.03798441,40.95,4.433716882,15929032581,219.550716,0.149682983,7.680504591,2089440708,2.4,1.912769619,520358872.1,33.76650205,123.6202,97.0518378,11.55686906,22.1655081,3.2,0.075955556,0.6836,3.131823295,0.479208645,134250,0.743664303,42.394,0.668220099,10.549,33.86901982,6.103,0.000666532,117.1,-1.334881023,-400663272.5,67.57715975,30014905126,8.503503317,413.6970577,5.12110766,13.69967792,15.91195894,3.507367,72.14978785,41.79748636,27.9,51.8,326,33.55707582,1.632925411,2.2,49.77451136,59.745,56.869,58.27192683,4.508231099,41.81656407,78.3,31.2,104.8,32.70467907,135912435.2,33111316.85,97.32172353,2.9558793,32.00320284,3.166936931,46.29605303,50.74806767,50.15795035,0,8.9,0,12404.74859,58.539,0.317010242,6,2344860,59.12426,53.39476,41.461,4.407079606
"CONGO, REP.",41.6,24.82745647,1316260147,307.0934236,0.220685694,25.99338248,2739469706,2.5,61.47112084,6480200007,61.52058522,125.458,85.40006116,31.04538799,3.925776839,5.55877042,703966.4211,7011,1.551976574,0.687929418,12000,2.920531585,37.435,61.9,8,30.1,2.840517021,9.228,83.77514629,4.961,0.032095541,132.36,15.73259992,2151894023,65.53499268,13677930124,3.799995854,3191.164299,1.166289411,49.44232748,125.3739965,3.97540746,35.90771206,60.32926673,14.6,75.3,382,74.76768991,3.89014729,10.54171003,6.106695024,48.59814316,62.398,59.52,60.92390244,2.492146454,3.838301409,98.75682808,37.6,19.9,52.6,-60000,19.95084507,51.50109863,,,,3.626042535,12.55106296,2.570033801,42.43654268,53.93741478,49.98992111,0,7.4,8.3,61.17734724,51794.27501,35.9,1.39984527,342000,62.2046,56.54997,30.44454687,64.1,3.249412532,2271702774,516.9617908,0.223351697,25.48551226,2815282673,2.5,53.91371104,5957407591,53.95589324,122.346,85.81046997,31.11859444,4.362162144,7.987405711,0.020720721,0.046,1.610541728,0.672260622,12000,3.83447135,37.011,3.482326022,8.874,76.53245476,4.919,0.009847937,136,20.68695645,2913934094,65.48989751,14085852120,3.440705249,3205.457783,0.89499559,41.40499357,130.7115635,4.12071865,45.04415902,66.07197804,14.8,75.8,382,72.01589731,5.968928863,6.6,48.6687559,63.183,60.222,61.66639024,2.406221464,104.7695043,35.9,19.2,49.6,21.65271482,,,81.16638403,3.637138187,12.86774231,2.491822399,42.54458127,53.81828054,49.98614124,0,7.4,9,50519.60092,35.469,1.13782885,6,342000,63.03063,57.36456,64.531,3.161952461
COSTA RICA,99.5,94.1798754,41090299979,8828.748029,0.186940157,5.780375126,2543195501,6.853631762,0,0,0.826353362,59.064,46.30578635,35.48766157,6.065306535,5.032483855,1770111.378,40081,4.543674109,0.438525249,9800,52.77997633,15.287,6.5,10.7,82.8,22.40891686,4.709,37.19285879,1.866,9.335410209,119.96,6.006887882,2721160448,52.20133177,45300669857,5.167582778,9733.396931,3.955030522,17.33143458,952.3897297,10.0860266,64.99242458,41.74634809,94.3,97.5,12,25.24847817,4.504067692,8.430709456,47.5,37.07892067,81.593,76.635,79.05353659,0.052838175,16.86432089,111.9199133,8.8,6.5,10.1,19658,23.04952615,48.47771835,346035432.8,1.241356357,562342745,7.987992647,91.15056796,1.159669752,23.66201075,68.34999661,49.9311367,100,38.6,28.3,91.84275184,24279.41698,26.06,97.97711633,51100,89.38523,81.99829,22.60185391,73.94,2.622846153,44644096554,9485.760565,0.182555371,5.81556877,2779491716,7.071509016,0,0,0.774973587,58.0514,45.88035935,35.58558559,5.608101206,-0.272280274,2.079646018,2.35,4.543674109,0.430124328,9800,70.0132781,15.022,21.89759867,4.769,35.45977362,1.841,9.952103438,123.51,6.684474213,3291215210,52.79279279,49236710394,3.437273971,10461.57682,2.288162134,16.98505492,1005.090239,9.86872896,65.25699192,39.03483835,94.5,97.6,11,24.97028627,5.224285869,45.96,37.18552096,81.757,76.814,79.22521951,0.050810015,145.9716479,8.7,6.4,10,23.34535442,402604637,596399211,36.56184699,8.292862131,92.17455934,1.11714313,23.157814,68.54932387,49.94347099,100,38.6,25.4,24009.69057,25.044,81.80292803,2,51100,89.51803,82.31552,74.956,2.481878439
COTE D'IVOIRE,55.8,19.12350059,24370461207,1154.853613,0.271823578,0.786390299,205862239.7,4.3,4.742760479,1241565792,6.118857044,135.14,86.01977204,64.77987421,22.53255719,-2.657264648,39485.4722,415,9.119496855,,,4.548079066,37.509,60.7,8.6,30.7,4.772037505,14.001,48.47613246,5.121,0.232699505,123.12,1.221403625,330274411.5,32.71132075,27040562587,10.7065041,1281.382865,8.091487319,19.2628291,80.46291624,6.46815249,66.06564027,44.33195653,21.6,81.2,178,22.34258171,1.312723318,12.43672063,5,37.62346453,51.689,50.077,50.86334146,3.626257525,13.00514164,91.22862939,72.8,40.2,102.5,50000,54.46661649,45.68745041,694484668.3,1.357616593,367107164.6,3.02665908,66.36050629,2.390461896,43.21561458,53.75772634,49.02559353,0,10.4,2.9,26.4395667,3641.250401,47.959,1.374235576,322460,43.27978,39.716,22.17250675,52.041,3.814828048,28230055304,1305.587622,0.266736068,0.451380063,134879898.8,4.3,3.974488772,1187643600,5.075801808,135.302,85.22006184,64.77987421,22.0697646,6.907593828,2.015877147,1.549,9.119496855,,,5.881447799,37.32,4.706836256,13.773,43.75877361,5.063,0.277026786,125.75,1.302150625,407476278.3,32.71006289,31292560974,9.218578723,1447.222821,6.59274012,21.75016251,86.75579136,5.7030371,65.06729861,41.15195043,22,81.5,170,22.2572824,2.569960899,8.4,37.83099334,52.05,50.407,51.20846341,3.447101723,95.44605196,70.6,39.4,99,51.19245455,736072391.9,384669276.4,99.00520694,3.03516385,67.99525157,2.433577819,42.97500427,53.98983188,49.06450645,0,10.4,3.2,3553.707274,47.234,1.849925702,6,322460,43.86129,40.22161,52.766,3.817098289
CROATIA,100,91.65244848,44716419868,10478.22194,0.365806748,16.78001995,9194835982,4.116223516,0.74239834,406807083,1.615216377,11.435,49.99688939,23.78484632,4.472975343,-14.65583329,1872799,26456,16.19728377,1.055316962,19550,112.538264,9.8,1.4,5.6,93,35.47311923,12.1,41.57437776,1.51,21.34042125,94.2,2.573639799,1453728212,34.32451751,56485301967,-2.187429172,13235.97757,-1.888001859,19.74256648,950.4631158,7.26898557,60.15978306,41.101201,97.1,99.4,16,27.07318848,3.422982885,1.184029734,61.93997315,45.72745076,80.1,73.9,76.92439024,0.01424393,14.47508035,115.4136047,4.1,3.1,4.9,-20000,12.43500495,48.63547134,247450392.6,3.69085845,2084792541,17.95081193,76.2608649,-0.305655945,15.38114516,66.66804292,51.78659277,100,23.8,0,48.71572872,8834.092003,41.926,245.105046,56590,90.29788,78.07694,10.31608532,58.074,0.167267677,46193202294,10854.43107,0.359603974,16.90012691,9570509667,4.116223516,0.681827287,386117493.8,1.52940211,10.68,50.19796047,23.26483202,4.393308323,-0.592306227,1.667374005,0.6286,15.66118656,1.055474213,19550,113.8190778,9.4,34.56257226,11.8,43.02970726,1.51,22.25602919,98.17,1.606103311,927860092.4,34.33166548,57770884729,-1.063921096,13574.97804,-0.787991083,19.5685836,981.7638329,7.30331624,60.35945755,42.56659709,97.1,99.5,14,27.3556192,2.206461781,66.7476,45.61231977,80.2,74.2,77.12682927,0.013717975,110.0543067,4,2.9,4.7,12.46292918,267407685.1,2174296548,97.92124214,18.26317565,76.04876698,-0.278509063,15.15803476,66.57878959,51.7815651,100,23.8,0,8858.730043,41.641,193.1527128,5,56590,90.43082,78.4424,58.359,0.211047415
CUBA,100,93.07671785,,,,,5921128602,,,1489237145,,48.283,43.05904572,60.17529521,,3.466171912,1313502.684,15869.7722,29.44978346,1.415496898,75500,,10.552,6.3,8.2,85.5,,7.545,25.51195292,1.628,,100.57,,,28.5507614,73139050000,3.014390465,6448.155635,2.841277429,13.73096861,558.2489579,8.59069933,54.35502649,20.35561031,92.7,94.1,9.3,,,,21.2,38.18380687,81.279,77.106,79.14160976,0.058391,,14.92016162,4.6,2.5,5.8,-79999,5.84869676,48.14427948,,,,13.03442737,106.5546036,0.168188789,17.0643654,69.90120722,49.73232401,,45.2,,3.732638889,3360.772293,23.219,0.088162967,109880,88.02554,82.38695,9.911436477,76.781,0.288082953,,,,,6300062078,,,1375764095,,47.2252,43.09180161,59.58064425,,2.577372885,11.60545645,4.424,29.65175812,1.408673285,75500,,10.4,,7.682,24.09976967,1.622,0.047578346,103.21,,,29.05428891,77149700000,2.686032552,6789.849597,2.506425836,12.7509245,603.3826228,8.81077357,53.99619182,20.22276172,93.1,94.3,9.3,,,27.93,38.27376511,81.382,77.232,79.25639024,0.058657758,17.71492741,4.4,2.4,5.7,7.04797951,,,10.98611464,13.30639678,106.7413033,0.175061758,16.80839744,69.88520577,49.74169868,,48.9,,3354.894013,23.128,0.440043811,,109880,88.16196,82.67838,76.872,0.293506626
CURACAO,90.87544,,,,,,,,,0,,35.49,49.16437819,,,,,,,,,,13.4,,,,,8.2,,2.2,22.91281642,,,56931284.92,,,,,,,,,,,,,0.75,,,,,,,,,,,131.8166305,,,,5710,,,135195530.7,,135966480.4,13.7898951,342.5405405,0.829929595,19.16995918,67.04014572,54.10466587,,,,,,10.348,39.45084425,444,88.4886,78.86563,,89.652,0.69252813,,,,,,,,0,,34.9932,49.73619656,,,,,,,,,,12.7,,8.1,,,25.19526329,,,17480446.93,,,,,,,,,,,,,1.5,,,,,,,,,128.1821618,,,,,117022346.4,133055865.9,,14.10656885,346.4436937,1.133028802,19.10903152,66.78439963,54.02905952,,,,,10.463,195.0318877,,444,88.62089,79.1631,89.537,1.004835565
CYPRUS,100,100,21457506313,24836.65779,0.301836295,11.51883484,2793540960,6.416464638,0,0,0.0036827,5.473,41.36148789,12.5974026,2.386533458,-0.524109015,1285976,13296,9.231601732,2.14817885,12750,64.04471809,11.534,4.2,5.8,90.2,52.28358455,6.818,49.73115911,1.464,19.53774776,83.03,4.943958511,1233052957,18.6991342,24940600822,-2.384531145,28868.27382,-3.860607151,14.41664078,1954.681108,7.40050902,67.58356426,51.66144543,100,100,5.3,13.63730993,2.389768958,2.015205835,60.6898684,43.1069574,82.04,77.593,79.76226829,0.010928147,5.071615697,98.40043437,2.8,1.7,3.2,35000,46.26467437,48.58675003,468250930,0.467963689,116712955.8,12.02609043,122.2189394,1.12728698,17.2332846,70.74062497,48.92823272,6.5,10.7,0,5.448378206,690.691515,32.739,786.3257248,9250,93.2988,87.36339,17.14579211,67.261,0.911883536,20459946026,23737.116,0.304683702,12.25976605,2858939667,6.416464638,0,0,0.003457027,5.2794,41.36144584,11.7965368,2.51698075,-0.977105087,23.58974359,0.184,8.647186147,2.111636858,12750,52.87504076,11.436,39.26050931,6.836,50.82996025,1.455,20.08428222,81.4,15.65183196,3765400619,18.6969697,24057251749,-5.356745491,27910.61983,-5.136481217,14.60477269,1884.079448,7.43582184,67.95380966,48.34526744,100,100,5.3,11.47960422,-0.400053061,65.4548,43.14347372,82.227,77.781,79.94978049,0.010864412,96.35942536,2.7,1.6,3,46.41607724,720476406.9,273619462.4,99.78369236,12.28605565,123.5554113,1.087570799,16.97329834,70.74064601,48.94582587,6.7,10.7,0,683.220456,32.867,621.029876,7,9250,93.39665,87.63218,67.133,0.897119722
CZECH REPUBLIC,100,99.99,148000000000,14114.12338,0.558933468,23.1900908,44925931006,4.2,0.207464797,401919475.9,0.233600873,11.026,44.79179639,54.70672019,2.621657474,2.916131105,3594882,44189,40.87789719,0.506352787,26750,45.71988284,10.3,4.7,5.5,89.8,23.83981227,10.3,76.63401466,1.45,24.92464623,89.2,4.569428252,9433199805,34.45552247,206000000000,-0.900306692,19640.92866,-1.038875619,31.20117973,1411.484721,7.54794164,49.4336168,71.69056391,99.1,100,5.7,37.00160691,3.299073139,0.997165972,73.43000782,43.67503849,81.2,75.1,78.07560976,0.006695183,24.79875164,126.8464851,3.2,2.1,3.8,29999,15.03126634,48.63755035,1334625944,0.682580587,1409130137,16.41406897,136.0971773,0.139925656,14.52124818,69.06468284,50.87800935,74.2,22,6.1,9.286980954,1251.095898,26.885,518.8004512,78870,90.52959,80.39992,22.3650853,73.115,0.044226014,148000000000,14029.05811,0.568229246,23.8396482,46263459686,4.2,0.117098934,227243362.1,0.150575038,10.5782,46.3100934,54.62903017,2.695649676,-2.410428538,12.92015209,1.699,40.7743105,0.451481308,24100,49.14263453,10.2,24.34230521,10.4,77.26724991,1.45,26.68767917,92.29,3.531720789,7357578653,34.48141914,208000000000,-0.528170821,19813.87157,-0.561160101,30.55640651,1367.024736,7.2439673,49.78574279,71.47380656,99.1,100,5.1,36.86588497,1.434726602,74.1104,44.02049538,81.3,75.4,78.27804878,0.006727237,127.7307828,3,2,3.7,15.7077591,1079198620,1737884337,98.55886102,16.97794869,136.1423281,0.033169946,14.67406281,68.3479885,50.87340216,76,19.5,6.4,1250.680979,26.94,563.900192,5,78870,90.64648,80.70915,73.06,-0.042078036
DENMARK,100,100,266000000000,47646.70933,0.121312806,17.43403746,57477406413,8.06243735,1.743900602,5749378700,1.755490173,4.436,53.96183316,61.84303559,1.789530513,14.65874763,,,56.9879802,0.589689148,17200,58.77253266,10.4,6.7,3.7,89.7,34.12108234,9.4,53.96894865,1.73,38.93602084,104.62,0.854523861,2753929972,14.07353288,322000000000,-0.655226089,57636.12531,-1.028330513,24.29269881,6203.77412,10.98381913,48.81552664,48.61298525,99.6,100,6.7,23.10915066,2.411075048,0.716894488,92.26001172,47.35889544,82.1,78.1,80.05121951,0.011292832,12.96999122,130.2798977,3.2,2.7,3.8,96839,12.43924251,48.64767838,2949388021,0.395180531,1273574159,17.45650576,131.7834551,0.376272243,17.59233933,64.95115491,50.37939843,7.3,39.1,0,48.28326879,1073.043502,12.858,2213.867585,43090,90.43303,85.19834,23.56306712,87.142,0.588807879,283000000000,50398.0696,0.117328057,17.29719037,60176406398,8.06243735,1.350667203,4698930680,1.362144508,4.2776,54.53552902,61.48951214,1.363262233,-19.7061713,11,0.66,56.74287061,0.592760261,17200,56.32314933,10,30.11678948,9.3,54.27342023,1.73,40.33816116,102.62,-0.256706333,-862218938.5,14.19184539,336000000000,-0.486209585,59818.63153,-0.900220323,24.49542593,6269.540641,10.62326455,48.78872006,48.53299392,99.6,100,6.9,22.85409692,0.78261432,94.6297,47.62453049,82.3,78.4,80.30243902,0.010968647,127.1176716,3.1,2.6,3.7,12.79232303,3059890597,1217069021,49.44061774,17.97461476,132.334009,0.416901361,17.31534968,64.71003555,50.37333581,7.5,39.1,0,1068.579281,12.676,2102.607832,8,43090,90.55112,85.46492,87.324,0.625526869
DJIBOUTI,53.26256,84.27213877,,,,,159607809.6,,,0,,23.113,59.79922748,73.4253667,,,,,0.086281277,4.415680953,12950,4.212019035,25.861,54.8,9,36.2,5.265023794,8.805,,3.332,1.734073788,134.5,8.126150917,109998255.7,0.241587575,1353632942,4.842379573,1586.780133,3.457662638,,138.6583515,8.80577929,,,47.3,89.9,620,,3.731209508,7.020745484,8.267232892,34.90092849,62.914,59.755,61.29597561,0.812869193,,24.71558258,58.9,35.9,71.7,-15996,39.96686024,46.75846863,12407087.51,2.457506994,33265624.21,3.917737018,36.80194133,1.3295603,33.50373768,62.5785253,49.76678323,0,13.8,0.2,0,351.6714357,22.883,4.688952476,23200,63.1625,57.1095,0.158254539,77.117,1.412504971,,,,,177341090,,,0,,22.4692,59.41033844,73.4253667,,,6.333333333,0.019,0.086281277,4.315357675,12950,5.356084598,25.486,5.010530753,8.69,,3.262,2.02822213,134.4,19.65104501,286004467.7,0.241587575,1455416074,4.999907255,1683.429923,3.605056343,,137.3641429,8.87270636,,,47.3,89.9,619,,2.420593208,9.5,34.89574829,63.326,60.125,61.68646341,0.761220838,27.96586676,57.4,35.2,69.5,39.66538912,12688427.37,35645759.36,100,4.019760478,37.29741156,1.337333183,33.24905096,62.73118857,49.77248385,0,12.7,0.3,346.9997247,22.814,4.626662996,1,23200,63.53968,57.43452,77.186,1.426853549
